Film_Type,film_code,cinema_code,total_sales,tickets_sold,tickets_out,show_time,occu_perc,ticket_price,ticket_use,capacity,date,month,quarter,day
Romance,1492,169,1100000,11,0,2,5.3099999999999996,100000,11,207,5/30/2018,5,2,30
Romance,1492,450,720000,11,0,1,10.380000000000001,65454.545449999998,11,106,5/30/2018,5,2,30
Romance,1492,529,660000,9,0,2,9.5700000000000003,73333.333329999994,9,94,5/30/2018,5,2,30
Romance,1492,266,640000,8,0,3,1.6599999999999999,80000,8,482,5/30/2018,5,2,30
Romance,1492,210,640000,8,0,1,33.329999999999998,80000,8,24,5/30/2018,5,2,30
Romance,1492,162,600000,11,0,3,3.1899999999999999,54545.454550000002,11,345,5/30/2018,5,2,30
Romance,1492,524,450000,3,0,1,13.039999999999999,150000,3,23,5/30/2018,5,2,30
Romance,1492,506,400000,5,0,1,1.25,80000,5,400,5/30/2018,5,2,30
Romance,1492,457,360000,12,0,4,0.96999999999999997,30000,12,1237,5/30/2018,5,2,30
Romance,1492,204,350000,5,0,8,0.20000000000000001,70000,5,2500,5/30/2018,5,2,30
Romance,1492,537,300000,6,0,2,1.28,50000,6,469,5/30/2018,5,2,30
Romance,1492,304,11680000,146,0,3,33.109999999999999,80000,146,441,5/29/2018,5,2,29
Romance,1492,448,9680000,123,0,1,64.739999999999995,78699.186990000002,123,190,5/29/2018,5,2,29
Romance,1492,489,8080000,101,0,4,66.890000000000001,80000,101,151,5/29/2018,5,2,29
Romance,1492,344,7920000,99,0,2,33.450000000000003,80000,99,296,5/29/2018,5,2,29
Romance,1492,352,4800000,60,0,4,10.710000000000001,80000,60,560,5/29/2018,5,2,29
Romance,1492,163,4620000,77,0,3,59.229999999999997,60000,77,130,5/29/2018,5,2,29
Romance,1492,450,2880000,36,1,1,33.960000000000001,80000,35,106,5/29/2018,5,2,29
Romance,1492,169,2100000,42,4,2,20.289999999999999,50000,38,207,5/29/2018,5,2,29
Romance,1492,191,1650000,55,0,3,3.4900000000000002,30000,55,1576,5/29/2018,5,2,29
Romance,1492,524,1600000,22,0,1,95.650000000000006,72727.272729999997,22,23,5/29/2018,5,2,29
Romance,1492,467,1550000,31,0,2,3.8799999999999999,50000,31,799,5/29/2018,5,2,29
Romance,1492,474,1440000,36,0,1,90,40000,36,40,5/29/2018,5,2,29
Romance,1492,529,1020000,17,0,2,18.09,60000,17,94,5/29/2018,5,2,29
Romance,1492,204,945000,27,0,8,1.1000000000000001,35000,27,2455,5/29/2018,5,2,29
Romance,1492,43,920000,23,0,3,1.97,40000,23,1168,5/29/2018,5,2,29
Romance,1492,162,780000,26,0,4,5.6500000000000004,30000,26,460,5/29/2018,5,2,29
Romance,1492,165,640000,16,0,2,13.33,40000,16,120,5/29/2018,5,2,29
Romance,1492,266,640000,8,0,3,1.6599999999999999,80000,8,482,5/29/2018,5,2,29
Romance,1492,262,500000,10,0,1,6.29,50000,10,159,5/29/2018,5,2,29
Romance,1492,537,325000,13,0,1,5.5300000000000002,25000,13,235,5/29/2018,5,2,29
Romance,1492,506,200000,5,0,1,1.25,40000,5,400,5/29/2018,5,2,29
Romance,1492,380,190000,4,0,1,5.71,47500,4,70,5/29/2018,5,2,29
Romance,1492,522,160000,2,0,1,2.3300000000000001,80000,2,86,5/29/2018,5,2,29
Romance,1492,489,2960000,30,0,3,23.809999999999999,98666.666670000006,30,126,5/28/2018,5,2,28
Romance,1492,304,2720000,34,0,3,7.71,80000,34,441,5/28/2018,5,2,28
Romance,1492,352,2480000,31,0,3,9.9399999999999995,80000,31,312,5/28/2018,5,2,28
Romance,1492,204,1330000,19,0,8,0.77000000000000002,70000,19,2468,5/28/2018,5,2,28
Romance,1492,467,1300000,26,0,2,3.25,50000,26,800,5/28/2018,5,2,28
Romance,1492,266,1200000,15,0,3,3.1099999999999999,80000,15,482,5/28/2018,5,2,28
Romance,1492,448,1200000,8,0,1,4.21,150000,8,190,5/28/2018,5,2,28
Romance,1492,163,1080000,12,0,3,9.2300000000000004,90000,12,130,5/28/2018,5,2,28
Romance,1492,344,1050000,7,0,1,23.329999999999998,150000,7,30,5/28/2018,5,2,28
Romance,1492,524,900000,6,0,1,26.09,150000,6,23,5/28/2018,5,2,28
Romance,1492,165,720000,11,0,3,6.1100000000000003,65454.545449999998,11,180,5/28/2018,5,2,28
Romance,1492,169,700000,7,0,2,3.3799999999999999,100000,7,207,5/28/2018,5,2,28
Romance,1492,191,700000,14,0,3,0.89000000000000001,50000,14,1573,5/28/2018,5,2,28
Romance,1492,43,560000,14,0,3,1.2,40000,14,1167,5/28/2018,5,2,28
Romance,1492,162,540000,9,0,3,2.6099999999999999,60000,9,345,5/28/2018,5,2,28
Romance,1492,537,500000,10,0,2,2.1299999999999999,50000,10,469,5/28/2018,5,2,28
Romance,1492,529,360000,6,0,2,6.3799999999999999,60000,6,94,5/28/2018,5,2,28
Romance,1492,522,320000,4,0,1,4.6500000000000004,80000,4,86,5/28/2018,5,2,28
Romance,1492,532,280000,4,0,2,0.67000000000000004,70000,4,597,5/28/2018,5,2,28
Romance,1492,304,5040000,63,0,3,14.289999999999999,80000,63,441,5/27/2018,5,2,27
Romance,1492,352,3040000,38,0,3,12.18,80000,38,312,5/27/2018,5,2,27
Romance,1492,489,2490000,25,0,3,19.84,99600,25,126,5/27/2018,5,2,27
Romance,1492,163,1920000,23,0,3,17.690000000000001,83478.260869999998,23,130,5/27/2018,5,2,27
Romance,1492,448,1670000,13,0,2,3.5499999999999998,128461.5385,13,366,5/27/2018,5,2,27
Romance,1492,191,1300000,26,0,3,1.6499999999999999,50000,26,1576,5/27/2018,5,2,27
Romance,1492,344,1200000,10,0,1,33.329999999999998,120000,10,30,5/27/2018,5,2,27
Romance,1492,165,1120000,14,0,3,7.7800000000000002,80000,14,180,5/27/2018,5,2,27
Romance,1492,162,780000,13,0,3,3.77,60000,13,345,5/27/2018,5,2,27
Romance,1492,524,750000,5,0,1,21.739999999999998,150000,5,23,5/27/2018,5,2,27
Romance,1492,43,440000,11,0,3,0.93999999999999995,40000,11,1170,5/27/2018,5,2,27
Romance,1492,204,280000,4,0,8,0.16,70000,4,2500,5/27/2018,5,2,27
Romance,1492,522,240000,3,0,1,3.4900000000000002,80000,3,86,5/27/2018,5,2,27
Romance,1492,529,120000,2,0,2,2.1299999999999999,60000,2,94,5/27/2018,5,2,27
Romance,1492,312,1360000,34,0,1,53.130000000000003,40000,34,64,8/7/2018,8,3,7
Romance,1492,304,4720000,59,0,3,13.380000000000001,80000,59,441,5/26/2018,5,2,26
Romance,1492,489,3680000,46,0,3,36.509999999999998,80000,46,126,5/26/2018,5,2,26
Romance,1492,474,1360000,17,0,1,73.909999999999997,80000,17,23,5/26/2018,5,2,26
Romance,1492,165,1360000,17,0,3,9.4399999999999995,80000,17,180,5/26/2018,5,2,26
Romance,1492,191,1200000,24,0,3,1.52,50000,24,1579,5/26/2018,5,2,26
Romance,1492,352,1120000,14,0,3,4.4900000000000002,80000,14,312,5/26/2018,5,2,26
Romance,1492,448,900000,6,0,1,3.1600000000000001,150000,6,190,5/26/2018,5,2,26
Romance,1492,522,880000,11,0,1,12.789999999999999,80000,11,86,5/26/2018,5,2,26
Romance,1492,162,780000,13,0,5,2.2599999999999998,60000,13,575,5/26/2018,5,2,26
Romance,1492,43,680000,17,0,3,1.46,40000,17,1164,5/26/2018,5,2,26
Romance,1492,524,640000,8,0,1,34.780000000000001,80000,8,23,5/26/2018,5,2,26
Romance,1492,204,560000,8,0,8,0.33000000000000002,70000,8,2424,5/26/2018,5,2,26
Romance,1492,532,490000,7,0,2,1.1699999999999999,70000,7,598,5/26/2018,5,2,26
Romance,1492,210,400000,5,0,3,4.2699999999999996,80000,5,117,5/26/2018,5,2,26
Romance,1492,163,360000,3,0,3,2.3100000000000001,120000,3,130,5/26/2018,5,2,26
Romance,1492,529,360000,4,0,2,4.2599999999999998,90000,4,94,5/26/2018,5,2,26
Romance,1492,266,240000,3,0,3,0.62,80000,3,484,5/26/2018,5,2,26
Romance,1492,506,200000,5,0,1,1.25,40000,5,400,5/26/2018,5,2,26
Romance,1492,537,100000,2,0,1,0.84999999999999998,50000,2,235,5/26/2018,5,2,26
Romance,1492,486,50000,1,0,1,0.35999999999999999,50000,1,278,5/26/2018,5,2,26
Romance,1492,304,9360000,117,0,3,26.530000000000001,80000,117,441,5/25/2018,5,2,25
Romance,1492,352,5920000,75,0,3,24.039999999999999,78933.333329999994,75,312,5/25/2018,5,2,25
Romance,1492,448,5850000,39,0,1,20.530000000000001,150000,39,190,5/25/2018,5,2,25
Romance,1492,489,3680000,46,1,3,36.509999999999998,80000,45,126,5/25/2018,5,2,25
Romance,1492,529,2100000,31,0,4,16.670000000000002,67741.93548,31,186,5/25/2018,5,2,25
Romance,1492,344,2100000,14,0,1,46.670000000000002,150000,14,30,5/25/2018,5,2,25
Romance,1492,210,2000000,25,0,3,21.370000000000001,80000,25,117,5/25/2018,5,2,25
Romance,1492,163,1740000,17,0,2,18.890000000000001,102352.9412,17,90,5/25/2018,5,2,25
Romance,1492,191,1100000,22,0,3,1.3899999999999999,50000,22,1583,5/25/2018,5,2,25
Romance,1492,204,980000,14,0,8,0.56999999999999995,70000,14,2456,5/25/2018,5,2,25
Romance,1492,522,640000,8,0,1,9.3000000000000007,80000,8,86,5/25/2018,5,2,25
Romance,1492,474,520000,13,0,1,56.520000000000003,40000,13,23,5/25/2018,5,2,25
Romance,1492,165,480000,6,0,2,5,80000,6,120,5/25/2018,5,2,25
Romance,1492,43,480000,12,0,3,1.03,40000,12,1165,5/25/2018,5,2,25
Romance,1492,266,400000,5,0,3,1.04,80000,5,481,5/25/2018,5,2,25
Romance,1492,429,400000,8,0,1,7.3399999999999999,50000,8,109,5/25/2018,5,2,25
Romance,1492,509,350000,7,0,1,2.7200000000000002,50000,7,257,5/25/2018,5,2,25
Romance,1492,162,300000,5,0,5,0.87,60000,5,575,5/25/2018,5,2,25
Romance,1492,532,140000,2,0,1,0.67000000000000004,70000,2,299,5/25/2018,5,2,25
Romance,1492,506,80000,2,0,1,0.5,40000,2,400,5/25/2018,5,2,25
Romance,1492,448,13800000,99,0,3,18.27,139393.9394,99,542,5/24/2018,5,2,24
Romance,1492,304,8400000,105,0,3,23.809999999999999,80000,105,441,5/24/2018,5,2,24
Romance,1492,489,4750000,41,0,3,32.539999999999999,115853.65850000001,41,126,5/24/2018,5,2,24
Romance,1492,352,4560000,57,0,3,18.27,80000,57,312,5/24/2018,5,2,24
Romance,1492,163,3720000,36,0,3,27.690000000000001,103333.3333,36,130,5/24/2018,5,2,24
Romance,1492,344,2700000,18,0,1,60,150000,18,30,5/24/2018,5,2,24
Romance,1492,529,2220000,31,0,4,16.670000000000002,71612.903229999996,31,186,5/24/2018,5,2,24
Romance,1492,474,2080000,33,0,2,71.739999999999995,63030.303030000003,33,46,5/24/2018,5,2,24
Romance,1492,191,2000000,40,0,3,2.5299999999999998,50000,40,1581,5/24/2018,5,2,24
Romance,1492,210,1920000,26,0,3,22.219999999999999,73846.153850000002,26,117,5/24/2018,5,2,24
Romance,1492,204,1260000,18,0,8,0.72999999999999998,70000,18,2466,5/24/2018,5,2,24
Romance,1492,165,960000,12,0,3,6.6699999999999999,80000,12,180,5/24/2018,5,2,24
Romance,1492,162,960000,25,0,5,4.3499999999999996,38400,25,575,5/24/2018,5,2,24
Romance,1492,537,900000,18,0,1,7.6600000000000001,50000,18,235,5/24/2018,5,2,24
Romance,1492,522,880000,11,0,1,12.789999999999999,80000,11,86,5/24/2018,5,2,24
Romance,1492,518,800000,8,0,1,14.550000000000001,100000,8,55,5/24/2018,5,2,24
Romance,1492,266,800000,10,0,3,2.0699999999999998,80000,10,483,5/24/2018,5,2,24
Romance,1492,506,720000,18,0,1,4.5,40000,18,400,5/24/2018,5,2,24
Romance,1492,429,250000,5,0,1,4.5899999999999999,50000,5,109,5/24/2018,5,2,24
Romance,1492,43,200000,5,0,3,0.42999999999999999,40000,5,1163,5/24/2018,5,2,24
Romance,1492,486,50000,2,0,1,0.70999999999999996,25000,2,282,5/24/2018,5,2,24
Romance,1492,532,35000,1,0,2,0.17000000000000001,35000,1,588,5/24/2018,5,2,24
Romance,1492,304,3520000,44,0,3,9.9800000000000004,80000,44,441,5/23/2018,5,2,23
Romance,1492,344,2250000,15,0,1,50,150000,15,30,5/23/2018,5,2,23
Romance,1492,191,1900000,38,0,3,2.4100000000000001,50000,38,1577,5/23/2018,5,2,23
Romance,1492,524,1560000,18,0,3,20,86666.666670000006,18,90,5/23/2018,5,2,23
Romance,1492,489,1440000,18,0,3,14.289999999999999,80000,18,126,5/23/2018,5,2,23
Romance,1492,352,1120000,15,0,3,4.8099999999999996,74666.666670000006,15,312,5/23/2018,5,2,23
Romance,1492,162,1020000,17,0,5,2.96,60000,17,574,5/23/2018,5,2,23
Romance,1492,474,920000,23,0,1,100,40000,23,23,5/23/2018,5,2,23
Romance,1492,448,900000,6,0,1,60,150000,6,10,5/23/2018,5,2,23
Romance,1492,163,840000,11,0,3,8.4600000000000009,76363.636360000004,11,130,5/23/2018,5,2,23
Romance,1492,529,840000,10,0,3,7.0899999999999999,84000,10,141,5/23/2018,5,2,23
Romance,1492,165,720000,13,0,3,7.2199999999999998,55384.615380000003,13,180,5/23/2018,5,2,23
Romance,1492,210,680000,9,0,3,7.6900000000000004,75555.555559999993,9,117,5/23/2018,5,2,23
Romance,1492,509,550000,11,0,1,4.2800000000000002,50000,11,257,5/23/2018,5,2,23
Romance,1492,43,520000,13,0,3,1.1100000000000001,40000,13,1171,5/23/2018,5,2,23
Romance,1492,486,450000,18,0,1,6.4299999999999997,25000,18,280,5/23/2018,5,2,23
Romance,1492,532,210000,3,0,1,1,70000,3,300,5/23/2018,5,2,23
Romance,1492,448,17840000,226,0,4,29.739999999999998,78938.053100000005,226,760,5/22/2018,5,2,22
Romance,1492,304,11920000,149,0,3,33.789999999999999,80000,149,441,5/22/2018,5,2,22
Romance,1492,489,8320000,104,0,4,61.899999999999999,80000,104,168,5/22/2018,5,2,22
Romance,1492,344,7680000,96,0,3,29.719999999999999,80000,96,323,5/22/2018,5,2,22
Romance,1492,352,7040000,88,0,4,21.149999999999999,80000,88,416,5/22/2018,5,2,22
Romance,1492,210,4120000,103,0,4,73.049999999999997,40000,103,141,5/22/2018,5,2,22
Romance,1492,163,3840000,64,0,3,49.229999999999997,60000,64,130,5/22/2018,5,2,22
Romance,1492,524,3440000,43,0,3,47.780000000000001,80000,43,90,5/22/2018,5,2,22
Romance,1492,191,3390000,113,0,3,7.1600000000000001,30000,113,1578,5/22/2018,5,2,22
Romance,1492,513,3000000,50,0,1,20.16,60000,50,248,5/22/2018,5,2,22
Romance,1492,51,2650000,53,0,2,4.5599999999999996,50000,53,1162,5/22/2018,5,2,22
Romance,1492,429,2450000,49,0,1,44.950000000000003,50000,49,109,5/22/2018,5,2,22
Romance,1492,198,1820000,52,0,2,15.119999999999999,35000,52,344,5/22/2018,5,2,22
Romance,1492,262,1750000,35,0,1,22.010000000000002,50000,35,159,5/22/2018,5,2,22
Romance,1492,474,1600000,40,0,1,100,40000,40,40,5/22/2018,5,2,22
Romance,1492,43,1560000,39,0,3,3.3399999999999999,40000,39,1168,5/22/2018,5,2,22
Romance,1492,518,1260000,21,0,1,38.18,60000,21,55,5/22/2018,5,2,22
Romance,1492,529,1020000,17,0,3,12.06,60000,17,141,5/22/2018,5,2,22
Romance,1492,532,1015000,29,0,3,3.23,35000,29,898,5/22/2018,5,2,22
Romance,1492,486,975000,39,0,1,13.93,25000,39,280,5/22/2018,5,2,22
Romance,1492,431,720000,12,0,2,23.079999999999998,60000,12,52,5/22/2018,5,2,22
Romance,1492,522,640000,8,0,1,9.3000000000000007,80000,8,86,5/22/2018,5,2,22
Romance,1492,266,560000,7,0,3,1.45,80000,7,483,5/22/2018,5,2,22
Romance,1492,509,350000,7,0,1,2.7200000000000002,50000,7,257,5/22/2018,5,2,22
Romance,1492,144,120000,3,0,4,0.19,40000,3,1579,5/22/2018,5,2,22
Romance,1492,82,80000,2,0,6,0.20999999999999999,40000,2,952,5/22/2018,5,2,22
Romance,1492,304,6000000,40,0,1,27.210000000000001,150000,40,147,5/21/2018,5,2,21
Romance,1492,344,3520000,37,0,3,11.460000000000001,95135.135139999999,37,323,5/21/2018,5,2,21
Romance,1492,448,3090000,38,0,3,6.6699999999999999,81315.789470000003,38,570,5/21/2018,5,2,21
Romance,1492,191,2000000,40,0,3,2.5299999999999998,50000,40,1581,5/21/2018,5,2,21
Romance,1492,489,1500000,17,0,3,13.49,88235.294120000006,17,126,5/21/2018,5,2,21
Romance,1492,163,1440000,16,0,3,12.31,90000,16,130,5/21/2018,5,2,21
Romance,1492,529,1320000,12,0,3,8.5099999999999998,110000,12,141,5/21/2018,5,2,21
Romance,1492,524,1200000,15,0,4,12.5,80000,15,120,5/21/2018,5,2,21
Romance,1492,352,1200000,8,0,4,1.9199999999999999,150000,8,417,5/21/2018,5,2,21
Romance,1492,429,1000000,10,0,1,9.1699999999999999,100000,10,109,5/21/2018,5,2,21
Romance,1492,210,960000,12,0,4,8.5099999999999998,80000,12,141,5/21/2018,5,2,21
Romance,1492,51,650000,12,0,2,1.03,54166.666669999999,12,1165,5/21/2018,5,2,21
Romance,1492,486,650000,26,0,2,4.6399999999999997,25000,26,560,5/21/2018,5,2,21
Romance,1492,266,560000,7,0,3,1.45,80000,7,483,5/21/2018,5,2,21
Romance,1492,532,490000,7,0,3,0.78000000000000003,70000,7,897,5/21/2018,5,2,21
Romance,1492,474,440000,11,0,1,47.829999999999998,40000,11,23,5/21/2018,5,2,21
Romance,1492,198,385000,11,0,2,3.2000000000000002,35000,11,344,5/21/2018,5,2,21
Romance,1492,144,280000,7,0,4,0.45000000000000001,40000,7,1556,5/21/2018,5,2,21
Romance,1492,43,160000,4,0,3,0.34000000000000002,40000,4,1176,5/21/2018,5,2,21
Romance,1492,508,150000,5,0,1,1.95,30000,5,256,5/21/2018,5,2,21
Romance,1492,82,40000,1,0,6,0.11,40000,1,909,5/21/2018,5,2,21
Romance,1492,352,16810000,183,0,6,29.329999999999998,91857.923500000004,183,624,5/20/2018,5,2,20
Romance,1492,304,4950000,33,0,1,22.449999999999999,150000,33,147,5/20/2018,5,2,20
Romance,1492,344,3410000,34,0,3,10.529999999999999,100294.1176,34,323,5/20/2018,5,2,20
Romance,1492,448,2000000,25,0,2,6.5800000000000001,80000,25,380,5/20/2018,5,2,20
Romance,1492,489,1760000,22,1,3,17.460000000000001,80000,21,126,5/20/2018,5,2,20
Romance,1492,191,1700000,34,0,3,2.1499999999999999,50000,34,1581,5/20/2018,5,2,20
Romance,1492,524,1380000,12,0,3,13.33,115000,12,90,5/20/2018,5,2,20
Romance,1492,210,1280000,16,0,4,11.35,80000,16,141,5/20/2018,5,2,20
Romance,1492,429,1200000,12,0,1,11.01,100000,12,109,5/20/2018,5,2,20
Romance,1492,474,1160000,20,0,2,43.479999999999997,58000,20,46,5/20/2018,5,2,20
Romance,1492,163,1140000,11,0,3,8.4600000000000009,103636.3636,11,130,5/20/2018,5,2,20
Romance,1492,51,1100000,19,0,2,1.6399999999999999,57894.736839999998,19,1159,5/20/2018,5,2,20
Romance,1492,529,840000,9,1,3,6.3799999999999999,93333.333329999994,8,141,5/20/2018,5,2,20
Romance,1492,518,820000,9,0,1,16.359999999999999,91111.111109999998,9,55,5/20/2018,5,2,20
Romance,1492,486,375000,11,0,2,1.96,34090.909090000001,11,561,5/20/2018,5,2,20
Romance,1492,266,320000,4,0,3,0.82999999999999996,80000,4,482,5/20/2018,5,2,20
Romance,1492,144,200000,5,0,4,0.32000000000000001,40000,5,1563,5/20/2018,5,2,20
Romance,1492,198,175000,5,0,2,1.45,35000,5,345,5/20/2018,5,2,20
Romance,1492,43,160000,4,0,3,0.34000000000000002,40000,4,1176,5/20/2018,5,2,20
Romance,1492,509,150000,3,0,1,1.1699999999999999,50000,3,256,5/20/2018,5,2,20
Romance,1492,532,140000,2,0,3,0.22,70000,2,909,5/20/2018,5,2,20
Romance,1492,352,18000000,225,0,6,36.060000000000002,80000,225,624,5/19/2018,5,2,19
Romance,1492,489,4560000,57,2,4,37.75,80000,55,151,5/19/2018,5,2,19
Romance,1492,304,2250000,15,0,1,10.199999999999999,150000,15,147,5/19/2018,5,2,19
Romance,1492,344,2220000,27,0,3,8.3599999999999994,82222.222219999996,27,323,5/19/2018,5,2,19
Romance,1492,524,2080000,26,0,2,43.329999999999998,80000,26,60,5/19/2018,5,2,19
Romance,1492,210,1880000,24,0,4,17.02,78333.333329999994,24,141,5/19/2018,5,2,19
Romance,1492,448,1680000,21,0,2,5.5300000000000002,80000,21,380,5/19/2018,5,2,19
Romance,1492,51,1600000,27,0,2,2.3199999999999998,59259.259259999999,27,1164,5/19/2018,5,2,19
Romance,1492,191,1200000,24,0,3,1.52,50000,24,1579,5/19/2018,5,2,19
Romance,1492,474,880000,15,0,2,32.609999999999999,58666.666669999999,15,46,5/19/2018,5,2,19
Romance,1492,513,840000,14,0,1,5.6500000000000004,60000,14,248,5/19/2018,5,2,19
Romance,1492,429,600000,6,0,1,5.5,100000,6,109,5/19/2018,5,2,19
Romance,1492,163,420000,7,0,2,7.7800000000000002,60000,7,90,5/19/2018,5,2,19
Romance,1492,262,400000,8,0,1,5.0300000000000002,50000,8,159,5/19/2018,5,2,19
Romance,1492,532,350000,5,0,3,0.56000000000000005,70000,5,893,5/19/2018,5,2,19
Romance,1492,431,200000,2,0,2,3.8500000000000001,100000,2,52,5/19/2018,5,2,19
Romance,1492,43,200000,5,0,3,0.42999999999999999,40000,5,1163,5/19/2018,5,2,19
Romance,1492,144,200000,5,0,4,0.32000000000000001,40000,5,1563,5/19/2018,5,2,19
Romance,1492,198,175000,5,0,3,0.96999999999999997,35000,5,515,5/19/2018,5,2,19
Romance,1492,485,160000,2,0,1,4.3499999999999996,80000,2,46,5/19/2018,5,2,19
Romance,1492,82,120000,3,0,6,0.32000000000000001,40000,3,938,5/19/2018,5,2,19
Romance,1492,266,80000,1,0,3,0.20999999999999999,80000,1,476,5/19/2018,5,2,19
Romance,1492,352,17150000,182,0,6,29.170000000000002,94230.769230000005,182,624,5/18/2018,5,2,18
Romance,1492,304,9150000,61,0,1,41.5,150000,61,147,5/18/2018,5,2,18
Romance,1492,344,6300000,70,0,3,21.469999999999999,90000,70,326,5/18/2018,5,2,18
Romance,1492,489,4940000,53,0,3,42.060000000000002,93207.547170000005,53,126,5/18/2018,5,2,18
Romance,1492,448,3840000,41,0,3,10.9,93658.536590000003,41,376,5/18/2018,5,2,18
Romance,1492,524,3210000,34,0,3,37.780000000000001,94411.764710000003,34,90,5/18/2018,5,2,18
Romance,1492,163,2760000,27,0,3,20.77,102222.2222,27,130,5/18/2018,5,2,18
Romance,1492,485,2560000,32,0,1,69.569999999999993,80000,32,46,5/18/2018,5,2,18
Romance,1492,474,2400000,30,0,2,65.219999999999999,80000,30,46,5/18/2018,5,2,18
Romance,1492,191,2400000,48,0,3,3.04,50000,48,1579,5/18/2018,5,2,18
Romance,1492,210,2080000,26,0,4,18.440000000000001,80000,26,141,5/18/2018,5,2,18
Romance,1492,51,1550000,20,0,2,1.72,77500,20,1163,5/18/2018,5,2,18
Romance,1492,529,1500000,25,2,3,18.25,60000,23,137,5/18/2018,5,2,18
Romance,1492,522,720000,9,0,1,10.470000000000001,80000,9,86,5/18/2018,5,2,18
Romance,1492,429,700000,7,0,1,6.4199999999999999,100000,7,109,5/18/2018,5,2,18
Romance,1492,43,680000,17,0,3,1.46,40000,17,1164,5/18/2018,5,2,18
Romance,1492,532,630000,9,0,3,1,70000,9,900,5/18/2018,5,2,18
Romance,1492,431,500000,5,0,2,9.6199999999999992,100000,5,52,5/18/2018,5,2,18
Romance,1492,266,400000,5,0,3,1.04,80000,5,481,5/18/2018,5,2,18
Romance,1492,518,400000,4,0,1,7.2699999999999996,100000,4,55,5/18/2018,5,2,18
Romance,1492,144,200000,5,0,4,0.32000000000000001,40000,5,1563,5/18/2018,5,2,18
Romance,1492,198,175000,5,0,3,0.96999999999999997,35000,5,515,5/18/2018,5,2,18
Romance,1492,352,12330000,99,0,6,15.869999999999999,124545.45450000001,99,624,5/17/2018,5,2,17
Romance,1492,304,9600000,64,0,1,43.539999999999999,150000,64,147,5/17/2018,5,2,17
Romance,1492,448,6390000,52,0,3,9.1199999999999992,122884.6154,52,570,5/17/2018,5,2,17
Romance,1492,344,6060000,60,0,3,18.579999999999998,101000,60,323,5/17/2018,5,2,17
Romance,1492,71,5550000,37,2,1,15.48,150000,35,239,5/17/2018,5,2,17
Romance,1492,163,4740000,43,0,3,33.079999999999998,110232.55809999999,43,130,5/17/2018,5,2,17
Romance,1492,474,4160000,52,0,2,82.540000000000006,80000,52,63,5/17/2018,5,2,17
Romance,1492,429,4100000,41,0,1,37.609999999999999,100000,41,109,5/17/2018,5,2,17
Romance,1492,485,3450000,23,0,1,50,150000,23,46,5/17/2018,5,2,17
Romance,1492,210,3120000,39,0,4,27.66,80000,39,141,5/17/2018,5,2,17
Romance,1492,489,3080000,29,0,3,23.02,106206.89659999999,29,126,5/17/2018,5,2,17
Romance,1492,529,2820000,34,0,4,18.68,82941.176470000006,34,182,5/17/2018,5,2,17
Romance,1492,524,2710000,26,0,3,28.890000000000001,104230.7692,26,90,5/17/2018,5,2,17
Romance,1492,191,1600000,32,0,3,2.0299999999999998,50000,32,1576,5/17/2018,5,2,17
